station_id,strdate,element,value,mflag,qflag,sflag,obstime
USW00014819,20080928,SNWD,0,,,0,
USW00094846,20080928,TMAX,200,,,0,2400
USW00094846,20080928,TMIN,139,,,0,2400
USW00094846,20080928,PRCP,0,,,0,2400
USW00094846,20080928,SNOW,0,,,0,
USW00094846,20080928,SNWD,0,,,0,
USW00094846,20080928,AWND,35,,,X,
USW00014819,20080929,TMAX,183,,,0,2400
USW00014819,20080929,TMIN,133,,,0,2400
USW00014819,20080929,PRCP,18,,,0,2400
USW00014819,20080929,SNOW,0,,,0,
USW00014819,20080929,SNWD,0,,,0,
USW00094846,20080929,TMAX,178,,,0,2400
USW00094846,20080929,TMIN,122,,,0,2400
USW00094846,20080929,PRCP,208,,,0,2400
USW00094846,20080929,SNOW,0,,,0,
USW00094846,20080929,SNWD,0,,,0,
USW00094846,20080929,AWND,21,,,X,
USW00014819,20080930,TMAX,167,,,0,2400
USW00014819,20080930,TMIN,89,,,0,2400
USW00014819,20080930,PRCP,0,,,0,2400
USW00014819,20080930,SNOW,0,,,0,
USW00014819,20080930,SNWD,0,,,0,
USW00094846,20080930,TMAX,150,,,0,2400
USW00094846,20080930,TMIN,89,,,0,2400
USW00094846,20080930,PRCP,0,,,0,2400
USW00094846,20080930,SNOW,0,,,0,
USW00094846,20080930,SNWD,0,,,0,
USW00094846,20080930,AWND,51,,,X,
USW00014819,20081001,TMAX,167,,,0,2400
USW00014819,20081001,TMIN,78,,,0,2400
USW00014819,20081001,PRCP,0,,,0,2400
USW00014819,20081001,SNOW,0,,,0,
USW00014819,20081001,SNWD,0,,,0,
USW00094846,20081001,TMAX,161,,,0,2400
USW00094846,20081001,TMIN,78,,,0,2400
USW00094846,20081001,PRCP,0,,,0,2400
USW00094846,20081001,SNOW,0,,,0,
USW00094846,20081001,SNWD,0,,,0,
USW00094846,20081001,AWND,50,,,X,
USW00014819,20081002,TMAX,167,,,0,2400
USW00014819,20081002,TMIN,61,,,0,2400
USW00014819,20081002,PRCP,0,,,0,2400
USW00014819,20081002,SNOW,0,,,0,
USW00014819,20081002,SNWD,0,,,0,
USW00094846,20081002,TMAX,161,,,0,2400
USW00094846,20081002,TMIN,56,,,0,2400
USW00094846,20081002,PRCP,0,,,0,2400
USW00094846,20081002,SNOW,0,,,0,
USW00094846,20081002,SNWD,0,,,0,
USW00094846,20081002,AWND,41,,,X,
USW00014819,20081003,TMAX,150,,,0,2400
USW00014819,20081003,TMIN,94,,,0,2400
USW00014819,20081003,PRCP,3,,,0,2400
USW00014819,20081003,SNOW,0,,,0,
USW00014819,20081003,SNWD,0,,,0,
USW00094846,20081003,TMAX,156,,,0,2400
USW00094846,20081003,TMIN,67,,,0,2400
USW00094846,20081003,PRCP,3,,,0,2400
USW00094846,20081003,SNOW,0,,,0,
USW00094846,20081003,SNWD,0,,,0,
USW00094846,20081003,AWND,34,,,X,
USW00014819,20081004,TMAX,156,,,0,2400
USW00014819,20081004,TMIN,56,,,0,2400
USW00014819,20081004,PRCP,0,,,0,2400
USW00014819,20081004,SNOW,0,,,0,
USW00014819,20081004,SNWD,0,,,0,
USW00094846,20081004,TMAX,161,,,0,2400
USW00094846,20081004,TMIN,33,,,0,2400
USW00094846,20081004,PRCP,0,,,0,2400
USW00094846,20081004,SNOW,0,,,0,
USW00094846,20081004,SNWD,0,,,0,
USW00094846,20081004,AWND,20,,,X,
USW00014819,20081005,TMAX,161,,,0,2400
USW00014819,20081005,TMIN,78,,,0,2400
USW00014819,20081005,PRCP,5,,,0,2400
USW00014819,20081005,SNOW,0,,,0,
USW00014819,20081005,SNWD,0,,,0,
USW00094846,20081005,TMAX,161,,,0,2400
USW00094846,20081005,TMIN,50,,,0,2400
USW00094846,20081005,PRCP,15,,,0,2400
USW00094846,20081005,SNOW,0,,,0,
USW00094846,20081005,SNWD,0,,,0,
USW00094846,20081005,AWND,30,,,X,
USW00014819,20081006,TMAX,211,,,0,2400
USW00014819,20081006,TMIN,133,,,0,2400
USW00014819,20081006,PRCP,0,,,0,2400
USW00014819,20081006,SNOW,0,,,0,
USW00014819,20081006,SNWD,0,,,0,
USW00094846,20081006,TMAX,206,,,0,2400
USW00094846,20081006,TMIN,122,,,0,2400
USW00094846,20081006,PRCP,0,,,0,2400
USW00094846,20081006,SNOW,0,,,0,
USW00094846,20081006,SNWD,0,,,0,
USW00094846,20081006,AWND,48,,,X,
USW00014819,20081007,TMAX,183,,,0,2400
USW00014819,20081007,TMIN,133,,,0,2400
USW00014819,20081007,PRCP,241,,,0,2400
USW00014819,20081007,SNOW,0,,,0,
USW00014819,20081007,SNWD,0,,,0,
USW00094846,20081007,TMAX,172,,,0,2400
USW00094846,20081007,TMIN,133,,,0,2400
USW00094846,20081007,PRCP,203,,,0,2400
USW00094846,20081007,SNOW,0,,,0,
USW00094846,20081007,SNWD,0,,,0,
USW00094846,20081007,AWND,51,,,X,
USW00014819,20081008,TMAX,172,,,0,2400
USW00014819,20081008,TMIN,111,,,0,2400
USW00014819,20081008,PRCP,51,,,0,2400
USW00014819,20081008,SNOW,0,,,0,
USW00014819,20081008,SNWD,0,,,0,
USW00094846,20081008,TMAX,178,,,0,2400
USW00094846,20081008,TMIN,100,,,0,2400
USW00094846,20081008,PRCP,48,,,0,2400
USW00094846,20081008,SNOW,0,,,0,
USW00094846,20081008,SNWD,0,,,0,
USW00094846,20081008,AWND,36,,,X,
USW00014819,20081009,TMAX,206,,,0,2400
USW00014819,20081009,TMIN,89,,,0,2400
USW00014819,20081009,PRCP,0,,,0,2400
USW00014819,20081009,SNOW,0,,,0,
USW00014819,20081009,SNWD,0,,,0,
USW00094846,20081009,TMAX,206,,,0,2400
USW00094846,20081009,TMIN,83,,,0,2400
USW00094846,20081009,PRCP,0,,,0,2400
USW00094846,20081009,SNOW,0,,,0,
USW00094846,20081009,SNWD,0,,,0,
USW00094846,20081009,AWND,26,,,X,
USW00014819,20081010,TMAX,228,,,0,2400
USW00014819,20081010,TMIN,78,,,0,2400
USW00014819,20081010,PRCP,0,,,0,2400
USW00014819,20081010,SNOW,0,,,0,
USW00014819,20081010,SNWD,0,,,0,
USW00094846,20081010,TMAX,222,,,0,2400
USW00094846,20081010,TMIN,56,,,0,2400
USW00094846,20081010,PRCP,0,,,0,2400
USW00094846,20081010,SNOW,0,,,0,
USW00094846,20081010,SNWD,0,,,0,
USW00094846,20081010,AWND,30,,,X,
USW00014819,20081011,TMAX,267,,,0,2400
USW00014819,20081011,TMIN,128,,,0,2400
USW00014819,20081011,PRCP,0,,,0,2400
USW00014819,20081011,SNOW,0,,,0,
USW00014819,20081011,SNWD,0,,,0,
USW00094846,20081011,TMAX,261,,,0,2400
USW00094846,20081011,TMIN,106,,,0,2400
USW00094846,20081011,PRCP,0,,,0,2400
USW00094846,20081011,SNOW,0,,,0,
USW00094846,20081011,SNWD,0,,,0,
USW00094846,20081011,AWND,22,,,X,
USW00014819,20081012,TMAX,300,,,0,2400
USW00014819,20081012,TMIN,167,,,0,2400
USW00014819,20081012,PRCP,0,,,0,2400
USW00014819,20081012,SNOW,0,,,0,
USW00014819,20081012,SNWD,0,,,0,
USW00094846,20081012,TMAX,289,,,0,2400
USW00094846,20081012,TMIN,139,,,0,2400
USW00094846,20081012,PRCP,0,,,0,2400
USW00094846,20081012,SNOW,0,,,0,
USW00094846,20081012,SNWD,0,,,0,
USW00094846,20081012,AWND,23,,,X,
USW00014819,20081013,TMAX,267,,,0,2400
USW00014819,20081013,TMIN,178,,,0,2400
USW00014819,20081013,PRCP,0,,,0,2400
USW00014819,20081013,SNOW,0,,,0,
USW00014819,20081013,SNWD,0,,,0,
USW00094846,20081013,TMAX,250,,,0,2400
USW00094846,20081013,TMIN,161,,,0,2400
USW00094846,20081013,PRCP,0,,,0,2400
USW00094846,20081013,SNOW,0,,,0,
USW00094846,20081013,SNWD,0,,,0,
USW00094846,20081013,AWND,36,,,X,
USW00014819,20081014,TMAX,211,,,0,2400
USW00014819,20081014,TMIN,128,,,0,2400
USW00014819,20081014,PRCP,0,T,,0,2400
USW00014819,20081014,SNOW,0,,,0,
USW00014819,20081014,SNWD,0,,,0,
USW00094846,20081014,TMAX,206,,,0,2400
USW00094846,20081014,TMIN,117,,,0,2400
USW00094846,20081014,PRCP,0,T,,0,2400
USW00094846,20081014,SNOW,0,,,0,
USW00094846,20081014,SNWD,0,,,0,
USW00094846,20081014,AWND,30,,,X,
USW00014819,20081015,TMAX,178,,,0,2400
USW00014819,20081015,TMIN,100,,,0,2400
USW00014819,20081015,PRCP,64,,,0,2400
USW00014819,20081015,SNOW,0,,,0,
USW00014819,20081015,SNWD,0,,,0,
USW00094846,20081015,TMAX,172,,,0,2400
USW00094846,20081015,TMIN,83,,,0,2400
USW00094846,20081015,PRCP,76,,,0,2400
USW00094846,20081015,SNOW,0,,,0,
USW00094846,20081015,SNWD,0,,,0,
USW00094846,20081015,AWND,28,,,X,
USW00014819,20081016,TMAX,150,,,0,2400
USW00014819,20081016,TMIN,67,,,0,2400
USW00014819,20081016,PRCP,0,,,0,2400
USW00014819,20081016,SNOW,0,,,0,
USW00014819,20081016,SNWD,0,,,0,
USW00094846,20081016,TMAX,150,,,0,2400
USW00094846,20081016,TMIN,61,,,0,2400
USW00094846,20081016,PRCP,0,,,0,2400
USW00094846,20081016,SNOW,0,,,0,
USW00094846,20081016,SNWD,0,,,0,
USW00094846,20081016,AWND,34,,,X,
USW00014819,20081017,TMAX,133,,,0,2400
USW00014819,20081017,TMIN,67,,,0,2400
USW00014819,20081017,PRCP,0,,,0,2400
USW00014819,20081017,SNOW,0,,,0,
USW00014819,20081017,SNWD,0,,,0,
USW00094846,20081017,TMAX,139,,,0,2400
USW00094846,20081017,TMIN,61,,,0,2400
USW00094846,20081017,PRCP,0,,,0,2400
USW00094846,20081017,SNOW,0,,,0,
USW00094846,20081017,SNWD,0,,,0,
USW00094846,20081017,AWND,32,,,X,
USW00014819,20081018,TMAX,156,,,0,2400
USW00014819,20081018,TMIN,67,,,0,2400
USW00014819,20081018,PRCP,18,,,0,2400
USW00014819,20081018,SNOW,0,,,0,
USW00014819,20081018,SNWD,0,,,0,
USW00094846,20081018,TMAX,156,,,0,2400
USW00094846,20081018,TMIN,61,,,0,2400
USW00094846,20081018,PRCP,13,,,0,2400
USW00094846,20081018,SNOW,0,,,0,
USW00094846,20081018,SNWD,0,,,0,
USW00094846,20081018,AWND,27,,,X,
USW00014819,20081019,TMAX,167,,,0,2400
USW00014819,20081019,TMIN,67,,,0,2400
USW00014819,20081019,PRCP,0,,,0,2400
USW00014819,20081019,SNOW,0,,,0,
USW00014819,20081019,SNWD,0,,,0,
USW00094846,20081019,TMAX,167,,,0,2400
USW00094846,20081019,TMIN,44,,,0,2400
USW00094846,20081019,PRCP,0,,,0,2400
USW00094846,20081019,SNOW,0,,,0,
USW00094846,20081019,SNWD,0,,,0,
USW00094846,20081019,AWND,55,,,X,
USW00014819,20081020,TMAX,133,,,0,2400
USW00014819,20081020,TMIN,72,,,0,2400
USW00014819,20081020,PRCP,64,,,0,2400
USW00014819,20081020,SNOW,0,,,0,
USW00014819,20081020,SNWD,0,,,0,
USW00094846,20081020,TMAX,128,,,0,2400
USW00094846,20081020,TMIN,61,,,0,2400
USW00094846,20081020,PRCP,46,,,0,2400
USW00094846,20081020,SNOW,0,,,0,
USW00094846,20081020,SNWD,0,,,0,
USW00094846,20081020,AWND,34,,,X,
USW00014819,20081021,TMAX,128,,,0,2400
USW00014819,20081021,TMIN,39,,,0,2400
USW00014819,20081021,PRCP,0,,,0,2400
USW00014819,20081021,SNOW,0,,,0,
USW00014819,20081021,SNWD,0,,,0,
USW00094846,20081021,TMAX,128,,,0,2400
USW00094846,20081021,TMIN,33,,,0,2400
USW00094846,20081021,PRCP,0,,,0,2400
USW00094846,20081021,SNOW,0,,,0,
USW00094846,20081021,SNWD,0,,,0,
USW00094846,20081021,AWND,39,,,X,
USW00014819,20081022,TMAX,122,,,0,2400
USW00014819,20081022,TMIN,44,,,0,2400
USW00014819,20081022,PRCP,0,,,0,2400
USW00014819,20081022,SNOW,0,,,0,
USW00014819,20081022,SNWD,0,,,0,
USW00094846,20081022,TMAX,111,,,0,2400
USW00094846,20081022,TMIN,17,,,0,2400
USW00094846,20081022,PRCP,0,,,0,2400
USW00094846,20081022,SNOW,0,,,0,
USW00094846,20081022,SNWD,0,,,0,
USW00094846,20081022,AWND,59,,,X,
USW00014819,20081023,TMAX,156,,,0,2400
USW00014819,20081023,TMIN,44,,,0,2400
USW00014819,20081023,PRCP,36,,,0,2400
USW00014819,20081023,SNOW,0,,,0,
USW00014819,20081023,SNWD,0,,,0,
USW00094846,20081023,TMAX,144,,,0,2400
USW00094846,20081023,TMIN,50,,,0,2400
USW00094846,20081023,PRCP,41,,,0,2400
USW00094846,20081023,SNOW,0,,,0,
USW00094846,20081023,SNWD,0,,,0,
USW00094846,20081023,AWND,53,,,X,
USW00014819,20081024,TMAX,133,,,0,2400
USW00014819,20081024,TMIN,72,,,0,2400
USW00014819,20081024,PRCP,198,,,0,2400
USW00014819,20081024,SNOW,0,,,0,
USW00014819,20081024,SNWD,0,,,0,
USW00094846,20081024,TMAX,122,,,0,2400
USW00094846,20081024,TMIN,67,,,0,2400
USW00094846,20081024,PRCP,81,,,0,2400
USW00094846,20081024,SNOW,0,,,0,
USW00094846,20081024,SNWD,0,,,0,
USW00094846,20081024,AWND,27,,,X,
USW00014819,20081025,TMAX,117,,,0,2400
USW00014819,20081025,TMIN,61,,,0,2400
USW00014819,20081025,PRCP,3,,,0,2400
USW00014819,20081025,SNOW,0,,,0,
USW00014819,20081025,SNWD,0,,,0,
USW00094846,20081025,TMAX,117,,,0,2400
USW00094846,20081025,TMIN,61,,,0,2400
USW00094846,20081025,PRCP,0,T,,0,2400
USW00094846,20081025,SNOW,0,,,0,
USW00094846,20081025,SNWD,0,,,0,
USW00094846,20081025,AWND,55,,,X,
USW00014819,20081026,TMAX,133,,,0,2400
USW00014819,20081026,TMIN,22,,,0,2400
USW00014819,20081026,PRCP,3,,,0,2400
USW00014819,20081026,SNOW,0,T,,0,
USW00014819,20081026,SNWD,0,,,0,
USW00094846,20081026,TMAX,133,,,0,2400
USW00094846,20081026,TMIN,28,,,0,2400
USW00094846,20081026,PRCP,0,T,,0,2400
USW00094846,20081026,SNOW,0,T,,0,
USW00094846,20081026,SNWD,0,,,0,
USW00094846,20081026,AWND,80,,,X,
USW00014819,20081027,TMAX,83,,,0,2400
USW00014819,20081027,TMIN,11,,,0,2400
USW00014819,20081027,PRCP,3,,,0,2400
USW00014819,20081027,SNOW,0,T,,0,
USW00014819,20081027,SNWD,0,,,0,
USW00094846,20081027,TMAX,83,,,0,2400
USW00094846,20081027,TMIN,6,,,0,2400
USW00094846,20081027,PRCP,0,T,,0,2400
USW00094846,20081027,SNOW,0,T,,0,
USW00094846,20081027,SNWD,0,,,0,
USW00094846,20081027,AWND,64,,,X,
USW00014819,20081028,TMAX,72,,,0,2400
USW00014819,20081028,TMIN,0,,,0,2400
USW00014819,20081028,PRCP,0,,,0,2400
USW00014819,20081028,SNOW,0,,,0,
USW00014819,20081028,SNWD,0,,,0,
USW00094846,20081028,TMAX,72,,,0,2400
USW00094846,20081028,TMIN,-6,,,0,2400
USW00094846,20081028,PRCP,0,,,0,2400
USW00094846,20081028,SNOW,0,,,0,
USW00094846,20081028,SNWD,0,,,0,
USW00094846,20081028,AWND,49,,,X,
USW00014819,20081029,TMAX,106,,,0,2400
USW00014819,20081029,TMIN,6,,,0,2400
USW00014819,20081029,PRCP,0,,,0,2400
USW00014819,20081029,SNOW,0,,,0,
USW00014819,20081029,SNWD,0,,,0,
USW00094846,20081029,TMAX,106,,,0,2400
USW00094846,20081029,TMIN,0,,,0,2400
USW00094846,20081029,PRCP,0,,,0,2400
USW00094846,20081029,SNOW,0,,,0,
USW00094846,20081029,SNWD,0,,,0,
USW00094846,20081029,AWND,28,,,X,
USW00014819,20081030,TMAX,172,,,0,2400
USW00014819,20081030,TMIN,11,,,0,2400
USW00014819,20081030,PRCP,0,,,0,2400
USW00014819,20081030,SNOW,0,,,0,
USW00014819,20081030,SNWD,0,,,0,
USW00094846,20081030,TMAX,167,,,0,2400
USW00094846,20081030,TMIN,-6,,,0,2400
USW00094846,20081030,PRCP,0,,,0,2400
USW00094846,20081030,SNOW,0,,,0,
USW00094846,20081030,SNWD,0,,,0,
USW00094846,20081030,AWND,46,,,X,
USW00014819,20081031,TMAX,217,,,0,2400
USW00014819,20081031,TMIN,94,,,0,2400
USW00014819,20081031,PRCP,0,,,0,2400
USW00014819,20081031,SNOW,0,,,0,
USW00014819,20081031,SNWD,0,,,0,
USW00094846,20081031,TMAX,211,,,0,2400
USW00094846,20081031,TMIN,89,,,0,2400
USW00094846,20081031,PRCP,0,,,0,2400
USW00094846,20081031,SNOW,0,,,0,
USW00094846,20081031,SNWD,0,,,0,
USW00094846,20081031,AWND,33,,,X,
USW00014819,20081101,TMAX,122,,,0,2400
USW00014819,20081101,TMIN,94,,,0,2400
USW00014819,20081101,PRCP,0,,,0,2400
USW00014819,20081101,SNOW,0,,,0,
USW00014819,20081101,SNWD,0,,,0,
USW00094846,20081101,TMAX,122,,,0,2400
USW00094846,20081101,TMIN,89,,,0,2400
USW00094846,20081101,PRCP,0,,,0,2400
USW00094846,20081101,SNOW,0,,,0,
USW00094846,20081101,SNWD,0,,,0,
USW00094846,20081101,AWND,39,,,X,
USW00014819,20081102,TMAX,211,,,0,2400
USW00014819,20081102,TMIN,94,,,0,2400
USW00014819,20081102,PRCP,0,T,,0,2400
USW00014819,20081102,SNOW,0,,,0,
USW00014819,20081102,SNWD,0,,,0,
USW00094846,20081102,TMAX,194,,,0,2400
USW00094846,20081102,TMIN,89,,,0,2400
USW00094846,20081102,PRCP,25,,,0,2400
USW00094846,20081102,SNOW,0,,,0,
USW00094846,20081102,SNWD,0,,,0,
USW00094846,20081102,AWND,42,,,X,
USW00014819,20081103,TMAX,228,,,0,2400
USW00014819,20081103,TMIN,133,,,0,2400
USW00014819,20081103,PRCP,3,,,0,2400
USW00014819,20081103,SNOW,0,,,0,
USW00014819,20081103,SNWD,0,,,0,
USW00094846,20081103,TMAX,228,,,0,2400
USW00094846,20081103,TMIN,122,,,0,2400
USW00094846,20081103,PRCP,0,,,0,2400
USW00094846,20081103,SNOW,0,,,0,
USW00094846,20081103,SNWD,0,,,0,
USW00094846,20081103,AWND,46,,,X,
USW00014819,20081104,TMAX,222,,,0,2400
USW00014819,20081104,TMIN,117,,,0,2400
USW00014819,20081104,PRCP,0,,,0,2400
USW00014819,20081104,SNOW,0,,,0,
USW00014819,20081104,SNWD,0,,,0,
USW00094846,20081104,TMAX,217,,,0,2400
USW00094846,20081104,TMIN,100,,,0,2400
USW00094846,20081104,PRCP,0,,,0,2400
USW00094846,20081104,SNOW,0,,,0,
USW00094846,20081104,SNWD,0,,,0,
USW00094846,20081104,AWND,38,,,X,
USW00014819,20081105,TMAX,217,,,0,2400
USW00014819,20081105,TMIN,111,,,0,2400
USW00014819,20081105,PRCP,0,,,0,2400
USW00014819,20081105,SNOW,0,,,0,
USW00014819,20081105,SNWD,0,,,0,
USW00094846,20081105,TMAX,217,,,0,2400
USW00094846,20081105,TMIN,83,,,0,2400
USW00094846,20081105,PRCP,0,,,0,2400
USW00094846,20081105,SNOW,0,,,0,
USW00094846,20081105,SNWD,0,,,0,
USW00094846,20081105,AWND,61,,,X,
USW00014819,20081106,TMAX,194,,,0,2400
USW00014819,20081106,TMIN,106,,,0,2400
USW00014819,20081106,PRCP,76,,,0,2400
USW00014819,20081106,SNOW,0,,,0,
USW00014819,20081106,SNWD,0,,,0,
USW00094846,20081106,TMAX,183,,,0,2400
USW00094846,20081106,TMIN,72,,,0,2400
USW00094846,20081106,PRCP,86,,,0,2400
USW00094846,20081106,SNOW,0,,,0,
USW00094846,20081106,SNWD,0,,,0,
USW00094846,20081106,AWND,59,,,X,
USW00014819,20081107,TMAX,106,,,0,2400
USW00014819,20081107,TMIN,22,,,0,2400
USW00014819,20081107,PRCP,13,,,0,2400
USW00014819,20081107,SNOW,0,T,,0,
USW00014819,20081107,SNWD,0,,,0,
USW00094846,20081107,TMAX,83,,,0,2400
USW00094846,20081107,TMIN,17,,,0,2400
USW00094846,20081107,PRCP,15,,,0,2400
USW00094846,20081107,SNOW,0,T,,0,
USW00094846,20081107,SNWD,0,,,0,
USW00094846,20081107,AWND,48,,,X,
USW00014819,20081108,TMAX,39,,,0,2400
USW00014819,20081108,TMIN,22,,,0,2400
USW00014819,20081108,PRCP,3,,,0,2400
USW00014819,20081108,SNOW,0,T,,0,
USW00014819,20081108,SNWD,0,,,0,
USW00094846,20081108,TMAX,44,,,0,2400
USW00094846,20081108,TMIN,17,,,0,2400
USW00094846,20081108,PRCP,13,,,0,2400
USW00094846,20081108,SNOW,0,T,,0,
USW00094846,20081108,SNWD,0,,,0,
USW00094846,20081108,AWND,60,,,X,
USW00014819,20081109,TMAX,33,,,0,2400
USW00014819,20081109,TMIN,-11,,,0,2400
USW00014819,20081109,PRCP,0,T,,0,2400
USW00014819,20081109,SNOW,0,T,,0,
USW00014819,20081109,SNWD,0,,,0,
USW00094846,20081109,TMAX,39,,,0,2400
USW00094846,20081109,TMIN,-11,,,0,2400
USW00094846,20081109,PRCP,0,T,,0,2400
USW00094846,20081109,SNOW,0,T,,0,
USW00094846,20081109,SNWD,0,,,0,
USW00094846,20081109,AWND,55,,,X,
USW00014819,20081110,TMAX,39,,,0,2400
USW00014819,20081110,TMIN,-28,,,0,2400
USW00014819,20081110,PRCP,0,,,0,2400
USW00014819,20081110,SNOW,0,,,0,
USW00014819,20081110,SNWD,0,,,0,
USW00094846,20081110,TMAX,39,,,0,2400
USW00094846,20081110,TMIN,-33,,,0,2400
USW00094846,20081110,PRCP,0,T,,0,2400
USW00094846,20081110,SNOW,0,T,,0,
USW00094846,20081110,SNWD,0,,,0,
USW00094846,20081110,AWND,27,,,X,
USW00014819,20081111,TMAX,39,,,0,2400
USW00014819,20081111,TMIN,-33,,,0,2400
USW00014819,20081111,PRCP,69,,,0,2400
USW00014819,20081111,SNOW,0,,,0,
USW00014819,20081111,SNWD,0,,,0,
USW00094846,20081111,TMAX,33,,,0,2400
USW00094846,20081111,TMIN,-50,,,0,2400
USW00094846,20081111,PRCP,74,,,0,2400
USW00094846,20081111,SNOW,0,T,,0,
USW00094846,20081111,SNWD,0,,,0,
USW00094846,20081111,AWND,38,,,X,
USW00014819,20081112,TMAX,94,,,0,2400
USW00014819,20081112,TMIN,33,,,0,2400
USW00014819,20081112,PRCP,18,,,0,2400
USW00014819,20081112,SNOW,0,,,0,
USW00014819,20081112,SNWD,0,,,0,
USW00094846,20081112,TMAX,89,,,0,2400
USW00094846,20081112,TMIN,33,,,0,2400
USW00094846,20081112,PRCP,10,,,0,2400
USW00094846,20081112,SNOW,0,,,0,
USW00094846,20081112,SNWD,0,,,0,
USW00094846,20081112,AWND,45,,,X,
USW00014819,20081113,TMAX,128,,,0,2400
USW00014819,20081113,TMIN,67,,,0,2400
USW00014819,20081113,PRCP,8,,,0,2400
USW00014819,20081113,SNOW,0,,,0,
USW00014819,20081113,SNWD,0,,,0,
USW00094846,20081113,TMAX,128,,,0,2400
USW00094846,20081113,TMIN,67,,,0,2400
USW00094846,20081113,PRCP,15,,,0,2400
USW00094846,20081113,SNOW,0,,,0,
USW00094846,20081113,SNWD,0,,,0,
USW00094846,20081113,AWND,68,,,X,
USW00014819,20081114,TMAX,111,,,0,2400
USW00014819,20081114,TMIN,61,,,0,2400
USW00014819,20081114,PRCP,23,,,0,2400
USW00014819,20081114,SNOW,0,,,0,
USW00014819,20081114,SNWD,0,,,0,
USW00094846,20081114,TMAX,111,,,0,2400
USW00094846,20081114,TMIN,56,,,0,2400
USW00094846,20081114,PRCP,13,,,0,2400
USW00094846,20081114,SNOW,0,,,0,
USW00094846,20081114,SNWD,0,,,0,
USW00094846,20081114,AWND,38,,,X,
USW00014819,20081115,TMAX,61,,,0,2400
USW00014819,20081115,TMIN,17,,,0,2400
USW00014819,20081115,PRCP,0,T,,0,2400
USW00014819,20081115,SNOW,0,T,,0,
USW00014819,20081115,SNWD,0,,,0,
USW00094846,20081115,TMAX,56,,,0,2400
USW00094846,20081115,TMIN,17,,,0,2400
USW00094846,20081115,PRCP,0,T,,0,2400
USW00094846,20081115,SNOW,0,T,,0,
USW00094846,20081115,SNWD,0,,,0,
USW00094846,20081115,AWND,67,,,X,
USW00014819,20081116,TMAX,22,,,0,2400
USW00014819,20081116,TMIN,-17,,,0,2400
USW00014819,20081116,PRCP,3,,,0,2400
USW00014819,20081116,SNOW,3,,,0,
USW00014819,20081116,SNWD,0,T,,0,
USW00094846,20081116,TMAX,28,,,0,2400
USW00094846,20081116,TMIN,-17,,,0,2400
USW00094846,20081116,PRCP,3,,,0,2400
USW00094846,20081116,SNOW,3,,,0,
USW00094846,20081116,SNWD,0,,,0,
USW00094846,20081116,AWND,46,,,X,
USW00014819,20081117,TMAX,22,,,0,2400
USW00014819,20081117,TMIN,-39,,,0,2400
USW00014819,20081117,PRCP,0,T,,0,2400
USW00014819,20081117,SNOW,0,T,,0,
USW00014819,20081117,SNWD,0,,,0,
USW00094846,20081117,TMAX,22,,,0,2400
USW00094846,20081117,TMIN,-33,,,0,2400
USW00094846,20081117,PRCP,0,T,,0,2400
USW00094846,20081117,SNOW,3,,,0,
USW00094846,20081117,SNWD,0,,,0,
USW00094846,20081117,AWND,59,,,X,
USW00014819,20081118,TMAX,17,,,0,2400
USW00014819,20081118,TMIN,-56,,,0,2400
USW00014819,20081118,PRCP,0,,,0,2400
USW00014819,20081118,SNOW,0,,,0,
USW00014819,20081118,SNWD,0,,,0,
USW00094846,20081118,TMAX,11,,,0,2400
USW00094846,20081118,TMIN,-61,,,0,2400
USW00094846,20081118,PRCP,0,,,0,2400
USW00094846,20081118,SNOW,0,,,0,
USW00094846,20081118,SNWD,0,,,0,
USW00094846,20081118,AWND,37,,,X,
USW00014819,20081119,TMAX,67,,,0,2400
USW00014819,20081119,TMIN,-17,,,0,2400
USW00014819,20081119,PRCP,0,,,0,2400
USW00014819,20081119,SNOW,0,,,0,
USW00014819,20081119,SNWD,0,,,0,
USW00094846,20081119,TMAX,67,,,0,2400
USW00094846,20081119,TMIN,-17,,,0,2400
USW00094846,20081119,PRCP,0,,,0,2400
USW00094846,20081119,SNOW,0,,,0,
USW00094846,20081119,SNWD,0,,,0,
USW00094846,20081119,AWND,66,,,X,
USW00014819,20081120,TMAX,22,,,0,2400
USW00014819,20081120,TMIN,-50,,,0,2400
USW00014819,20081120,PRCP,0,T,,0,2400
USW00014819,20081120,SNOW,0,T,,0,
USW00014819,20081120,SNWD,0,,,0,
USW00094846,20081120,TMAX,22,,,0,2400
USW00094846,20081120,TMIN,-56,,,0,2400
USW00094846,20081120,PRCP,0,T,,0,2400
USW00094846,20081120,SNOW,0,T,,0,
USW00094846,20081120,SNWD,0,,,0,
USW00094846,20081120,AWND,67,,,X,
USW00014819,20081121,TMAX,-17,,,0,2400
USW00014819,20081121,TMIN,-83,,,0,2400
USW00014819,20081121,PRCP,0,,,0,2400
USW00014819,20081121,SNOW,0,,,0,
USW00014819,20081121,SNWD,0,,,0,
USW00094846,20081121,TMAX,-17,,,0,2400
USW00094846,20081121,TMIN,-83,,,0,2400
USW00094846,20081121,PRCP,0,,,0,2400
USW00094846,20081121,SNOW,0,,,0,
USW00094846,20081121,SNWD,0,,,0,
USW00094846,20081121,AWND,41,,,X,
USW00014819,20081122,TMAX,6,,,0,2400
USW00014819,20081122,TMIN,-72,,,0,2400
USW00014819,20081122,PRCP,0,,,0,2400
USW00014819,20081122,SNOW,0,,,0,
